基金代码,基金简称,基金类型
019348,富国匠心成长混合C,混合型-偏股
019349,中信保诚瑞丰6个月混合A,混合型-偏债
019350,中信保诚瑞丰6个月混合C,混合型-偏债
019351,招商远见回报3年定开混合,混合型-偏股
019352,招商精选企业混合A,混合型-偏股
019353,招商精选企业混合C,混合型-偏股
019354,易方达平衡视野混合A1,混合型-偏股
019355,易方达平衡视野混合A2,混合型-偏股
019356,易方达平衡视野混合A3,混合型-偏股
019357,大成兴远启航混合A,混合型-偏股
019358,大成兴远启航混合C,混合型-偏股
019359,景顺长城中证500行业中性低波动指数C,指数型-股票
019360,汇添富积极优选三年定开混合,混合型-偏股
019361,富国核心优势混合发起式A,混合型-偏股
019362,富国核心优势混合发起式C,混合型-偏股
019363,大成至信回报三年定开放混合,混合型-偏股
019364,银华华茂定开债券D,债券型-混合一级
019365,汇添富中证国新央企股东回报ETF联接A,指数型-股票
019366,汇添富中证国新央企股东回报ETF联接C,指数型-股票
019367,长城均衡成长混合A,混合型-偏股
019368,长城均衡成长混合C,混合型-偏股
019370,富国久利稳健配置混合E,混合型-偏债
019371,富国远见精选三年定期开放混合,混合型-偏股
019372,大成元丰多利债券A,债券型-混合二级
019373,大成元丰多利债券C,债券型-混合二级
019374,广发睿杰精选混合发起式A1,混合型-偏股
019375,广发睿杰精选混合发起式A2,混合型-偏股
019376,广发睿杰精选混合发起式A3,混合型-偏股
019379,南方前瞻共赢三年定开混合,混合型-偏股
019380,景顺长城景盛双益债券A,债券型-混合二级
019381,景顺长城景盛双益债券C,债券型-混合二级
019383,银华信用季季红债券D,债券型-混合一级
019384,兴全可持续投资三年定开混合,混合型-偏股
019385,东财科创50A,指数型-股票
019386,东财科创50C,指数型-股票
019387,中欧时代共赢混合发起A1,混合型-偏股
019388,中欧时代共赢混合发起A2,混合型-偏股
019389,中欧时代共赢混合发起A3,混合型-偏股
019390,光大研究精选混合C,混合型-偏股
019391,招商双债增强债券(LOF)I,债券型-混合一级
019392,嘉实匠心严选混合A,混合型-偏股
019393,嘉实匠心严选混合C,混合型-偏股
019394,浦银策略优选混合A,混合型-偏股
019395,浦银策略优选混合C,混合型-偏股
019401,交银瑞元三年定期开放混合,混合型-偏股
019402,财通资管中证1000指数增强A,指数型-股票
019403,财通资管中证1000指数增强C,指数型-股票
019404,华夏中证全指运输ETF发起式联接A,指数型-股票
019405,华夏中证全指运输ETF发起式联接C,指数型-股票
019408,易方达中证港股通中国100ETF联接发起式A,指数型-股票
019409,易方达中证港股通中国100ETF联接发起式C,指数型-股票
019410,南方数字经济混合A,混合型-偏股
019411,南方数字经济混合C,混合型-偏股
019412,长城新兴产业混合C,混合型-灵活
019414,长城消费增值混合C,混合型-偏股
019415,南方港股医药行业混合发起(QDII)A,QDII-混合偏股
019416,南方港股医药行业混合发起(QDII)C,QDII-混合偏股
019417,中欧磐固债券A,债券型-混合二级
019418,中欧磐固债券C,债券型-混合二级
019421,华安远见慧选混合发起式A1,混合型-偏股
019422,华安远见慧选混合发起式A2,混合型-偏股
019423,华安远见慧选混合发起式A3,混合型-偏股
019424,财通资管双鑫一年持有期债券A,债券型-混合二级
019425,财通资管双鑫一年持有期债券C,债券型-混合二级
019426,中银数字经济混合A,混合型-偏股
019427,中银数字经济混合C,混合型-偏股
019428,广发中证国新央企股东回报ETF发起式联接A,指数型-股票
019429,广发中证国新央企股东回报ETF发起式联接C,指数型-股票
019430,国联安价值甄选混合,混合型-偏股
019431,永赢睿信混合A,混合型-偏股
019432,永赢睿信混合C,混合型-偏股
019433,国泰海通消费机遇混合发起A,混合型-偏股
019434,国泰海通消费机遇混合发起C,混合型-偏股
019435,易米鑫选品质混合A,混合型-偏股
019436,易米鑫选品质混合C,混合型-偏股
019437,华商科创创业精选混合A,混合型-偏股
019438,华商科创创业精选混合C,混合型-偏股
019440,光大银发商机混合C,混合型-偏股
019441,万家纳斯达克100指数发起式(QDII)A,指数型-海外股票
019442,万家纳斯达克100指数发起式(QDII)C,指数型-海外股票
019447,华夏全球科技先锋混合(QDII)A(美元现汇),QDII-混合偏股
019448,华夏全球科技先锋混合(QDII)A(美元现钞),QDII-混合偏股
019449,摩根日本精选股票(QDII)C,QDII-普通股票
019450,摩根欧洲动力策略股票(QDII)C,QDII-普通股票
019452,南方中证全指医疗保健设备与服务ETF发起联接A,指数型-股票
019453,南方中证全指医疗保健设备与服务ETF发起联接C,指数型-股票
019454,华泰柏瑞中韩半导体ETF发起式联接(QDII)A,指数型-海外股票
019455,华泰柏瑞中韩半导体ETF发起式联接(QDII)C,指数型-海外股票
019457,平安先进制造主题股票发起A,股票型
019458,平安先进制造主题股票发起C,股票型
019466,信澳鑫裕6个月持有期债券A,债券型-混合二级
019467,信澳鑫裕6个月持有期债券C,债券型-混合二级
019468,信澳新材料精选混合A,混合型-偏股
019469,信澳新材料精选混合C,混合型-偏股
019470,华夏信兴回报混合A,混合型-偏股
019471,华夏信兴回报混合C,混合型-偏股
019472,长江长宏混合发起A,混合型-偏股
019473,长江长宏混合发起C,混合型-偏股
019474,中欧聚瑞债券D,债券型-混合一级
019477,鹏扬淳盈6个月定开D,债券型-混合一级
019478,中邮医药健康混合C,混合型-偏股
019484,大摩品质生活精选股票C,股票型
019485,农银主题轮动混合C,混合型-灵活
019486,金元顺安沣泉债券C,债券型-混合二级
019493,易方达央企科技50ETF联接A,指数型-股票
019494,易方达央企科技50ETF联接C,指数型-股票
019495,摩根富时发达市场REITs指数(QDII)人民币C,指数型-海外股票
019497,博道明远混合A,混合型-偏股
019498,兴全创新优势混合A,混合型-偏股
019499,兴全创新优势混合C,混合型-偏股
019500,招商安瑞进取债券C,债券型-混合二级
019501,博道明远混合C,混合型-偏股
019503,博时中证软件服务指数发起式A,指数型-股票
019504,博时中证软件服务指数发起式C,指数型-股票
019505,国泰海通中证1000优选股票发起A,股票型
019506,国泰海通中证1000优选股票发起C,股票型
019508,银华中证国新央企科技引领ETF联接A,指数型-股票
019509,银华中证国新央企科技引领ETF联接C,指数型-股票
019510,华宝中证A500ETF联接A,指数型-股票
019511,华宝中证A500ETF联接C,指数型-股票
019512,摩根全球多元配置(QDII-FOF)人民币C,QDII-混合平衡
019513,中欧汇利债券E,债券型-混合二级
019514,交银荣鑫灵活配置混合C,混合型-灵活
019518,富国全球债券(QDII)人民币C,QDII-混合债
019519,中邮乐享收益灵活配置混合C,混合型-灵活
019521,景顺长城价值发现混合A1,混合型-偏股
019522,景顺长城价值发现混合A2,混合型-偏股
019523,景顺长城价值发现混合A3,混合型-偏股
019524,华泰柏瑞纳斯达克100ETF发起式联接(QDII)A,指数型-海外股票
019525,华泰柏瑞纳斯达克100ETF发起式联接(QDII)C,指数型-海外股票
019526,中邮纯债丰利债券E,债券型-混合一级
019529,南方中证国新央企科技引领ETF联接A,指数型-股票
019530,南方中证国新央企科技引领ETF联接C,指数型-股票
019531,南方中证光伏产业指数发起A,指数型-股票
019532,南方中证光伏产业指数发起C,指数型-股票
019533,鑫元泽利C,债券型-混合一级
019535,东方红新兴成长混合A,混合型-偏股
019536,东方红新兴成长混合C,混合型-偏股
019540,富国可转换债券E,债券型-混合二级
019544,招商中证国新央企股东回报ETF发起式联接A,指数型-股票
019545,招商中证国新央企股东回报ETF发起式联接C,指数型-股票
019546,汇添富上证50基本面增强指数D,指数型-股票
019547,招商纳斯达克100ETF发起式联接(QDII)A,指数型-海外股票
019548,招商纳斯达克100ETF发起式联接(QDII)C,指数型-海外股票
019549,华夏全球股票美元现汇(QDII),QDII-普通股票
019550,华夏全球股票美元现钞(QDII),QDII-普通股票
019551,东海消费臻选混合发起式A,混合型-偏股
019552,东海消费臻选混合发起式C,混合型-偏股
019553,中银中证500指数增强型发起A,指数型-股票
019554,中银中证500指数增强型发起C,指数型-股票
019555,中银中证1000指数增强A,指数型-股票
019556,中银中证1000指数增强C,指数型-股票
019559,交银稳悦回报债券A,债券型-混合二级
019560,交银稳悦回报债券C,债券型-混合二级
019561,富国致航量化选股股票A,股票型
019562,富国致航量化选股股票C,股票型
019570,诺安行业轮动混合C,混合型-偏股
019571,诺安优化配置混合C,混合型-偏股
019573,摩根中国生物医药混合(QDII)C,QDII-混合偏股
019574,太平科创精选混合发起式C,混合型-偏股
019575,太平科创精选混合发起式A,混合型-偏股
019576,汇添富稳兴回报债券发起式A,债券型-混合二级
019577,汇添富稳兴回报债券发起式C,债券型-混合二级
019578,摩根全球天然资源混合(QDII)C,QDII-混合偏股
019583,富国稳健添辰债券A,债券型-混合二级
019584,富国稳健添辰债券C,债券型-混合二级
019587,兴业弘远回报混合发起式A,混合型-偏股
019588,兴业弘远回报混合发起式C,混合型-偏股
019589,东财化工A,指数型-股票
019590,东财化工C,指数型-股票
019592,嘉实中证国新央企现代能源ETF联接A,指数型-股票
019593,嘉实中证国新央企现代能源ETF联接C,指数型-股票
019597,银华惠享三年定期开放混合,混合型-偏股
019598,平安中证港股医药ETF联接A,指数型-股票
019599,平安中证港股医药ETF联接C,指数型-股票
019600,鹏华智投800混合A,混合型-偏股
019601,鹏华智投800混合C,混合型-偏股
019602,鹏华精新添利债券A,债券型-混合二级
019603,鹏华精新添利债券C,债券型-混合二级
019607,诺安先进制造股票C,股票型
019610,财通数字经济智选混合发起A,混合型-偏股
019611,财通数字经济智选混合发起C,混合型-偏股
019612,财通先进制造智选混合发起A,混合型-偏股
019613,财通先进制造智选混合发起C,混合型-偏股
019615,益民服务领先混合C,混合型-灵活
019617,工银远见共赢混合A1,混合型-偏股
019618,工银远见共赢混合A2,混合型-偏股
019619,工银远见共赢混合A3,混合型-偏股
019620,汇安行业优选混合A,混合型-偏股
019621,汇安行业优选混合C,混合型-偏股
019624,泉果嘉源三年持有期混合A,混合型-偏股
019625,泉果嘉源三年持有期混合C,混合型-偏股
019628,中金成长领航混合发起A,混合型-偏股
019629,中金成长领航混合发起C,混合型-偏股
019632,国泰半导体设备ETF联接A,指数型-股票
019633,国泰半导体设备ETF联接C,指数型-股票
019636,富国研究精选灵活配置混合D,混合型-灵活
019641,摩根亚太优势混合(QDII)C,QDII-混合偏股
019644,华安众享180天持有期中短债E,债券型-混合一级
019647,华安双债添利债券E,债券型-混合一级
019651,汇添富稳健睿选一年持有混合B,混合型-偏债
019656,中欧沪深300指数增强E,指数型-股票
019660,永赢鑫盛混合C,混合型-偏债
019662,易方达兴利180天持有债券A,债券型-混合一级
019663,易方达兴利180天持有债券C,债券型-混合一级
019666,易方达中证创新药产业ETF联接发起式A,指数型-股票
019667,易方达中证创新药产业ETF联接发起式C,指数型-股票
019670,广发港股创新药ETF联接(QDII)A,指数型-海外股票
019671,广发港股创新药ETF联接(QDII)C,指数型-海外股票
019673,汇丰晋信慧鑫6个月持有期债券A,债券型-混合二级
019674,汇丰晋信慧鑫6个月持有期债券C,债券型-混合二级
019681,尚正正享债券A,债券型-混合二级
019682,尚正正享债券C,债券型-混合二级
019684,万家添利债券(LOF)A,债券型-混合一级
019689,南方中国梦灵活配置混合C,混合型-灵活
019690,华商产业机遇混合A,混合型-偏股
